"","D1_NC1","D1_NC10","D1_NC11","D1_NC12","D1_NC13","D1_NC14","D1_NC15","D1_NC16","D1_NC17","D1_NC18","D1_NC19","D1_NC2","D1_NC20","D1_NC21","D1_NC22","D1_NC23","D1_NC24","D1_NC25","D1_NC26","D1_NC27","D1_NC3","D1_NC4","D1_NC5","D1_NC6","D1_NC7","D1_NC8","D1_NC9","D1_UC1","D1_UC10","D1_UC11","D1_UC12","D1_UC13","D1_UC14","D1_UC15","D1_UC16","D1_UC17","D1_UC18","D1_UC19","D1_UC2","D1_UC20","D1_UC21","D1_UC22","D1_UC23","D1_UC24","D1_UC25","D1_UC26","D1_UC27","D1_UC28","D1_UC29","D1_UC3","D1_UC4","D1_UC5","D1_UC6","D1_UC7","D1_UC8","D1_UC9","D2_NC1","D2_NC2","D2_NC3","D2_NC4","D2_NC5","D2_NC6","D2_UC2","D2_UC3","D2_UC4","D2_UC5"
"453",0,4,4,0,1,0,0,0,2,1,0,0,1,4,0,0,1,2,0,0,1,0,2,1,0,0,2,0,2,2,2,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,1,1,0,0,0,2,1
"454",0,3,2,0,0,1,0,0,4,2,1,1,4,0,1,0,2,2,0,0,0,2,2,4,0,1,1,0,1,1,4,5,0,0,0,5,0,0,0,1,2,0,0,2,0,1,0,2,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
"455",0,2,1,1,5,2,0,1,0,0,1,0,1,2,0,0,1,9,0,1,0,0,0,0,5,0,0,0,1,1,2,0,3,1,0,2,0,0,1,1,0,2,0,0,1,0,1,10,0,1,3,1,0,2,0,1,1,0,1,2,2,1,2,2,0,1
"456",2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,2,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1
"457",1,1,0,0,0,0,2,1,0,1,1,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2,2,0,0
"458",2,3,1,0,3,5,0,0,2,1,0,0,0,7,0,0,4,6,0,2,0,0,3,1,0,0,0,0,1,5,3,22,0,0,0,1,0,1,0,0,0,0,0,6,0,0,2,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"459",0,3,1,1,1,1,1,4,0,1,2,0,1,0,2,1,0,0,1,1,2,2,1,0,0,1,1,0,1,0,1,0,2,3,2,0,1,0,1,1,3,0,0,0,1,1,1,0,1,1,0,4,0,2,4,0,0,0,0,0,3,1,3,2,0,1
"460",0,5,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,2,1,0,2,0,2,2,0,9,0,1,0,4,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,3,0,1,0,0,0
"461",0,4,1,2,1,0,0,0,2,0,2,0,1,1,0,1,2,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462",1,5,0,1,2,0,2,5,0,0,3,1,1,0,1,0,0,1,0,1,0,2,0,1,2,0,1,1,1,0,0,0,2,1,2,2,0,0,0,0,1,1,0,0,1,0,0,3,0,0,3,1,0,1,1,0,0,0,0,0,2,0,1,1,0,1
"463",1,0,1,0,0,4,0,1,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,3,0,2,1,0,2,1,0,0,0,0,1,0,0,2,0,0,3,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"464",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,3,1,0
"465",0,5,1,1,1,2,0,0,2,0,1,1,0,3,0,0,1,2,0,2,1,0,2,0,0,0,0,0,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"466",1,2,0,0,0,2,0,1,0,0,1,1,0,0,2,3,0,0,1,1,0,0,1,0,4,0,1,2,1,3,1,0,3,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,1,1,1,4,3,0,2,1,1,1,0,2,1,0,5,0,0
"467",1,0,0,0,0,0,1,2,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,1,2,1,0,0,0,0,0,1,0,1,6,1,0,2,0,0,0,1,1,0,2,2,1,1
"468",0,2,2,0,0,4,0,2,0,1,0,0,2,3,0,0,0,2,0,1,0,1,0,3,0,0,1,0,0,4,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
"469",2,2,1,0,0,2,0,2,0,0,0,1,1,1,0,1,0,0,0,2,1,2,2,0,0,0,2,0,1,2,2,0,2,1,0,0,0,0,0,4,1,1,0,1,0,1,0,1,2,1,0,0,7,1,0,0,1,0,0,0,3,0,2,0,1,0
"470",0,0,0,1,0,0,3,0,0,1,1,0,1,1,7,4,0,0,0,0,0,0,0,0,5,0,0,5,2,1,0,0,1,0,1,1,0,0,1,3,0,2,3,0,1,1,0,0,0,0,1,1,4,3,0,1,0,0,0,1,0,0,2,3,1,3
"471",0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,1,0,1,0,1,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,2,0,2
"472",0,2,1,2,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,1,1,0,0,0
"473",0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1
"474",0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,2,0,0,1,1,0
"475",0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,2,4,6,1,0,1,0,0,1,1,0,0,3,8,0,3
"476",1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,1,0,1,3,0,2,0,1,3,0,0,0,1,1,5,2,1,1,0,1,0,0,0,1,2,2,2,2,5
"477",0,0,2,1,1,0,3,0,1,0,0,0,0,2,0,0,1,0,0,0,1,2,1,0,0,0,0,2,0,0,1,1,1,1,1,1,0,0,1,0,1,2,0,2,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0
"478",1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,3,0,2
"479",1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,3,0,1,2,0,1,0,0,3,1,2,0,0,2,0,0,1,1,0,1,0,1,0,0
"480",0,0,1,0,1,3,0,0,1,1,1,0,1,2,0,1,1,0,0,0,0,1,1,1,2,1,0,1,0,2,0,5,2,0,0,3,0,0,1,2,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,1,1,0
"481",0,2,0,1,2,0,3,1,1,1,0,0,0,0,1,2,0,2,1,1,0,0,0,0,2,0,0,1,1,0,0,1,2,3,0,0,0,0,0,2,1,2,0,1,3,0,0,3,0,4,8,1,0,0,0,0,0,0,0,0,0,0,1,5,1,3
"482",0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,6,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"483",0,4,0,0,1,1,0,0,0,1,1,1,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,3,1,6,1,1,0,1,0,2,0,0,3,0,0,1,0,0,1,3,0,2,0,0,0,0,1,0,1,2,0,0,5,0,0,0,2,0
"484",1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,1,2,1,1,0,0,0,0,1,0,1,0,1,2,1,1,0,1,1,0,2,1,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,2,0
"485",0,1,1,1,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2
"486",0,2,4,0,1,1,0,3,3,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,3,1,2,6,0,2,1,1,0,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0
"487",1,3,6,1,1,2,0,0,3,4,2,1,1,2,0,0,2,1,0,1,0,1,2,0,0,1,1,0,4,7,0,5,0,1,0,0,0,1,1,0,3,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
"488",2,0,0,0,0,1,1,4,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,4,0,1,0,1,1,1,2,0,2,0,1,1,1,0,0,0,1,19,1,0,1,1,0,8,0,0,0,0,0,0,1,0,0,0,4,0,1
"489",0,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0
"490",0,2,2,1,4,1,1,2,1,2,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,4,0,1,2,3,0,0,0,0,0,0,1,0,0,1,2,3,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,3,0,0
"491",1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,3,0,0
"492",1,1,2,0,0,1,1,3,1,0,3,0,1,2,0,0,0,0,0,1,2,1,2,0,0,0,1,0,2,3,1,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,1,1,3,0,2,0,0,1,3,0,2,1,2,1
"493",1,5,3,1,2,3,1,2,1,0,0,0,3,3,0,0,1,4,0,2,1,2,3,1,0,0,1,0,0,3,3,0,0,1,2,1,0,2,0,1,1,0,1,0,0,0,2,4,1,1,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,3
"494",0,1,0,0,0,1,0,2,0,1,1,1,0,0,2,3,0,0,3,0,0,0,0,0,4,2,3,4,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,1,1,2,2,0,0,0,1,4,1,2,0,1,0,0,3,3,0,0,10,0,0
"495",1,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"496",1,5,1,0,1,0,2,0,0,0,1,0,0,0,0,2,0,1,0,1,0,1,1,2,1,3,0,2,1,2,1,0,0,0,3,0,1,1,0,3,0,2,1,0,0,2,1,1,0,0,1,4,1,1,0,1,0,0,0,1,2,1,1,0,0,0
"497",3,3,0,3,3,0,0,0,2,1,0,0,3,3,1,2,1,0,0,1,0,2,2,1,0,0,1,0,1,1,1,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0
"498",0,1,0,0,0,0,2,5,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,2,1,0,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,4,5,0,1
"499",0,2,0,0,0,1,1,3,0,0,2,0,0,0,2,3,0,0,2,0,0,0,0,0,1,1,1,1,0,0,2,0,3,0,1,0,1,1,1,2,1,0,1,0,2,1,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,6,1,0
"500",0,1,1,0,2,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1
"501",0,4,0,1,1,4,0,1,0,0,0,0,2,0,0,0,1,0,0,1,2,1,1,1,0,0,3,0,0,2,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"502",0,1,1,0,0,1,0,3,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,1,1,2,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,1,2
"503",0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0
"504",0,1,1,1,2,0,0,2,1,0,2,0,0,0,0,0,1,2,0,0,3,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"505",0,1,1,2,3,1,1,0,2,2,1,0,1,1,0,0,0,1,0,1,0,0,2,0,1,0,1,0,0,4,0,2,2,2,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,3,1,0,0,1,1
"506",0,3,2,1,3,2,0,0,0,3,0,0,0,1,0,0,0,3,0,2,0,0,1,2,0,0,2,0,0,2,0,6,1,1,1,0,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
"507",0,1,3,0,1,3,1,0,0,2,1,0,0,1,1,0,1,0,1,1,0,0,1,2,0,1,1,1,4,2,2,11,1,0,1,2,0,0,1,0,2,1,2,3,1,1,0,2,1,0,0,1,4,1,0,2,0,0,1,1,0,1,0,2,0,0
"508",1,2,2,0,0,1,0,0,0,0,4,1,2,2,0,0,2,0,0,2,0,5,0,0,0,0,2,0,0,0,1,0,1,1,2,2,0,0,0,3,4,1,0,1,1,0,0,1,3,0,0,0,7,1,0,1,3,2,0,0,4,1,2,0,2,0
"509",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,2,1,1,1,0,0,0,1,0,0,0,0,1,5,0,0
"510",0,3,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,2,0,0,3,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1
"511",2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,1,1,7,0,2
"512",2,4,1,1,1,0,0,2,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,0,2,1,0,0,2,0,0,0,0,0
"513",0,0,3,1,1,1,0,0,2,1,0,0,0,0,1,0,0,1,2,0,1,2,1,1,0,0,1,0,1,1,0,4,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,3,0,0
"514",1,0,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,2,0,2,0,1,1,1,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"515",1,1,2,0,1,1,1,1,2,2,0,2,1,1,0,0,2,1,0,0,1,1,0,1,3,0,1,0,4,1,1,3,5,0,1,4,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0
"516",1,4,2,2,0,1,0,1,2,0,1,1,2,3,0,0,1,2,0,3,2,2,4,3,0,0,2,0,1,4,2,2,0,2,1,4,0,1,1,0,1,0,0,3,1,1,3,3,1,1,0,1,0,0,2,0,1,0,0,0,0,1,1,0,1,0
"517",0,0,2,0,2,2,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518",0,2,5,0,1,3,0,0,1,2,1,0,0,0,0,0,3,1,0,0,1,1,4,1,0,0,0,0,0,4,1,6,0,1,0,4,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"519",1,3,0,0,0,0,1,3,0,0,0,1,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,3,1,1,4
"520",0,2,2,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,4,0,0,2,2,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,0,1,0,1
"521",1,0,0,1,2,0,2,1,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,2,0,1,0,0,2,2,1,2,3,0,1,1,2,3,1,1,0,1,1,1,0,1,2,1,1,0,4,0,0,0,0,0,0,0,2,2,2,1
"522",1,1,1,3,2,0,1,1,0,0,1,1,2,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,1,0,0,1,0,3,0,0,1,1,0,0,2,3,4,1,1,0,0,0,2,0,1,0,1,1
"523",1,3,4,0,1,1,0,0,1,1,0,0,2,0,1,1,0,1,0,0,0,0,1,4,0,0,0,0,1,6,2,6,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1
"524",1,10,3,1,2,4,0,0,0,1,1,0,2,4,0,0,1,3,0,2,3,2,1,3,0,1,1,0,0,6,3,3,0,0,1,1,1,1,2,0,3,1,0,0,0,1,2,1,1,1,0,0,0,2,1,0,0,0,0,0,2,0,2,0,1,0
"525",0,1,0,0,0,1,1,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,1,2
"526",1,2,2,4,1,1,0,1,2,4,1,2,2,1,0,1,5,5,0,3,0,1,3,2,0,2,2,0,0,4,2,13,1,2,2,0,0,1,1,0,0,0,0,3,2,0,1,0,0,1,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0
"527",0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,7,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,1,1,1,0,0,2,0
"528",0,2,2,0,0,2,0,1,0,0,1,0,3,0,0,0,2,3,0,1,1,0,3,2,0,0,2,0,0,1,1,4,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1
"529",0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,4,3,0,1,3,0,0,0,1,0,1,2,7,0,0
"530",1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,1,0,1,1,0,1,1,2,0,0,0,5,0,3,2,0,2
"531",2,0,0,0,1,0,0,3,1,0,1,0,1,1,0,3,3,3,1,0,1,1,1,1,0,0,1,0,0,1,0,0,2,4,0,0,0,0,1,3,1,0,1,0,0,1,0,1,0,1,0,0,4,1,2,0,0,0,0,0,0,1,0,0,1,0
"532",1,1,4,1,0,0,0,0,2,1,2,1,0,1,0,1,2,1,0,0,1,0,0,2,2,0,0,0,4,5,2,5,0,1,1,1,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0
"533",1,2,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,2,3,2,0,2,0,0,0,1,2,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
"534",0,0,2,0,4,3,1,1,1,3,2,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,2,1,0,1,1,3,1,0,2,2,0,0,0,0,1,2,0,2,1,0,1,3,0,0,2,1,0,0,1,0,1,1,0,0,1,1,3,4,1,1
"535",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,2,2,1,0,0,0,0,0,2,0,1,2,2,0,0,0,1,1,1,0,1,0,1,1,1,3,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,2,1,0,0
"536",0,2,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,1,2,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0
"537",0,1,3,1,0,2,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"538",0,4,2,0,1,4,0,2,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,4,2,0,0,1,1,0,1,2,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,1,0,1
"539",2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,1,0,1,0,2,0
"540",0,0,2,1,1,2,2,2,1,2,0,1,0,2,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,2,1,3,1,0,1,2,0,1,0,1,1,1,1,1,0,0,1,3,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,4,0,1
"541",1,3,1,0,0,1,1,1,2,0,2,1,2,2,1,2,2,1,1,0,1,0,1,3,1,0,2,0,2,5,0,1,1,2,1,0,0,1,3,2,0,1,1,2,1,1,1,0,0,1,0,0,2,1,1,0,2,1,0,1,0,2,1,0,0,0
"542",0,0,1,0,0,2,0,0,0,0,2,0,1,1,1,1,1,3,0,1,0,1,0,1,1,0,0,0,1,3,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"543",0,1,1,1,1,2,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,2,2,0,0,0,1,0,0,0,0,0,4,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"544",2,1,3,0,1,1,0,0,2,1,0,0,2,0,1,0,3,2,0,2,1,0,3,2,0,0,1,0,0,5,2,5,2,0,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,1,2,0,1,0,1,0,0,1,0
"545",0,4,1,1,3,2,0,0,0,1,0,0,1,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1
"546",0,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2,1,1,0,0,0,0,0,1,2,1,0,0,1,3,0,3,2,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1
"547",1,1,0,0,2,1,1,0,0,1,1,2,0,0,1,2,0,1,1,0,0,0,0,1,4,0,0,3,0,1,0,0,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,3,0,0,7,0,1,1,0,0,1,0,0,2,0,1,1,14,0,1
"548",0,1,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,1,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
"549",0,5,1,0,1,1,0,0,1,0,3,0,1,2,0,0,1,2,0,2,3,2,3,3,0,0,1,0,0,4,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,1,3,2,1,1,0,1,0,1,2,0,1,2,0,0,0,1,1,0,0,0
"550",0,6,1,0,1,1,0,1,0,0,3,0,1,1,0,0,1,0,0,1,1,2,4,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,2,0,0,4,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
"551",0,0,0,0,0,0,0,4,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"552",2,5,1,0,2,1,0,1,0,0,4,1,1,3,0,1,1,0,0,2,1,5,1,1,0,0,4,0,3,1,1,0,0,3,0,3,0,2,1,0,2,0,0,0,0,1,0,2,0,2,0,1,2,4,1,0,2,6,0,0,3,0,1,0,1,1
